Date,Time,Away Team,Away Code,Away Score,Home Team,Home Code,Home Score,Game Link,Away Goalie,Away GA,Away DEC,Away SA,Away Saves,Away SV%,Away Shutouts,Away PIM,Away TOI,Home Goalie,Home GA,Home DEC,Home SA,Home Saves,Home SV%,Home Shutouts,Home PIM,Home TOI
2024-03-19,9:00 PM,Montreal Canadiens,MTL,2,Edmonton Oilers,EDM,3,https://www.hockey-reference.com/boxscores/202403190EDM.html,Sam Montembeault,3,O,32,29,.906,0,0,63:13,Calvin Pickard,2,W,25,23,.920,0,0,63:18
2024-03-19,10:00 PM,Chicago Blackhawks,CHI,2,Los Angeles Kings,LAK,6,https://www.hockey-reference.com/boxscores/202403190LAK.html,Petr Mrázek,6,L,24,18,.750,0,0,60:00,Cam Talbot,2,W,24,22,.917,0,0,60:00
2024-03-19,7:00 PM,Pittsburgh Penguins,PIT,2,New Jersey Devils,NJD,5,https://www.hockey-reference.com/boxscores/202403190NJD.html,Tristan Jarry,5,L,38,33,.868,0,0,58:02,Jake Allen,2,W,38,36,.947,0,0,60:00
2024-03-19,8:00 PM,San Jose Sharks,SJS,2,Nashville Predators,NSH,8,https://www.hockey-reference.com/boxscores/202403190NSH.html,Magnus Chrona,8,L,40,32,.800,0,0,60:00,Juuse Saros,2,W,20,18,.900,0,0,60:00
2024-03-19,7:30 PM,Carolina Hurricanes,CAR,4,New York Islanders,NYI,1,https://www.hockey-reference.com/boxscores/202403190NYI.html,Pyotr Kochetkov,1,W,31,30,.968,0,0,60:00,Ilya Sorokin,3,L,33,30,.909,0,0,59:14
2024-03-19,7:00 PM,Winnipeg Jets,WPG,4,New York Rangers,NYR,2,https://www.hockey-reference.com/boxscores/202403190NYR.html,Connor Hellebuyck,2,W,41,39,.951,0,0,59:55,Igor Shesterkin,3,L,26,23,.885,0,0,57:35
2024-03-19,7:00 PM,Toronto Maple Leafs,TOR,3,Philadelphia Flyers,PHI,4,https://www.hockey-reference.com/boxscores/202403190PHI.html,Ilya Samsonov,4,L,30,26,.867,0,0,57:20,Samuel Ersson,3,W,30,27,.900,0,0,59:52
2024-03-19,8:00 PM,Colorado Avalanche,COL,4,St. Louis Blues,STL,3,https://www.hockey-reference.com/boxscores/202403190STL.html,Justus Annunen,3,W,33,30,.909,0,0,59:42,Jordan Binnington,4,L,35,31,.886,0,0,58:15
2024-03-19,10:00 PM,Buffalo Sabres,BUF,2,Vancouver Canucks,VAN,3,https://www.hockey-reference.com/boxscores/202403190VAN.html,Devon Levi,2,L,33,31,.939,0,0,58:22,Casey DeSmith,2,W,17,15,.882,0,0,59:08
2024-03-19,10:00 PM,Tampa Bay Lightning,TBL,5,Vegas Golden Knights,VEG,3,https://www.hockey-reference.com/boxscores/202403190VEG.html,Andrei Vasilevskiy,3,W,27,24,.889,0,0,60:00,Adin Hill,4,L,20,16,.800,0,0,59:42
2024-03-20,8:00 PM,Arizona Coyotes,ARI,2,Dallas Stars,DAL,5,https://www.hockey-reference.com/boxscores/202403200DAL.html,Connor Ingram,5,L,33,28,.848,0,0,60:00,Jake Oettinger,2,W,25,23,.920,0,0,59:35
2024-03-20,10:00 PM,Minnesota Wild,MIN,0,Los Angeles Kings,LAK,6,https://www.hockey-reference.com/boxscores/202403200LAK.html,Marc-André Fleury,5,L,16,11,.688,0,0,26:56,David Rittich,0,W,31,31,1.000,1,0,60:00
2024-03-20,7:30 PM,Toronto Maple Leafs,TOR,7,Washington Capitals,WSH,3,https://www.hockey-reference.com/boxscores/202403200WSH.html,Joseph Woll,3,W,21,18,.857,0,0,60:00,Charlie Lindgren,7,L,29,22,.759,0,0,60:00
2024-03-21,10:00 PM,Chicago Blackhawks,CHI,0,Anaheim Ducks,ANA,4,https://www.hockey-reference.com/boxscores/202403210ANA.html,Arvid Söderblom,4,L,25,21,.840,0,0,60:00,Lukáš Dostál,0,W,29,29,1.000,1,0,59:46
2024-03-21,7:00 PM,New York Rangers,NYR,5,Boston Bruins,BOS,2,https://www.hockey-reference.com/boxscores/202403210BOS.html,Jonathan Quick,2,W,26,24,.923,0,0,60:00,Jeremy Swayman,3,L,29,26,.897,0,0,58:29
2024-03-21,7:00 PM,Philadelphia Flyers,PHI,2,Carolina Hurricanes,CAR,3,https://www.hockey-reference.com/boxscores/202403210CAR.html,Samuel Ersson,3,O,33,30,.909,0,0,61:28,Frederik Andersen,2,W,32,30,.938,0,0,61:12
2024-03-21,7:00 PM,New York Islanders,NYI,3,Detroit Red Wings,DET,6,https://www.hockey-reference.com/boxscores/202403210DET.html,Ilya Sorokin,5,L,23,18,.783,0,0,58:34,James Reimer,3,W,36,33,.917,0,0,60:00
2024-03-21,9:00 PM,Buffalo Sabres,BUF,3,Edmonton Oilers,EDM,8,https://www.hockey-reference.com/boxscores/202403210EDM.html,Ukko-Pekka Luukkonen,8,L,39,31,.795,0,0,59:27,Stuart Skinner,3,W,29,26,.897,0,0,59:36
2024-03-21,7:30 PM,Nashville Predators,NSH,3,Florida Panthers,FLA,0,https://www.hockey-reference.com/boxscores/202403210FLA.html,Kevin Lankinen,0,W,33,33,1.000,1,0,60:00,Sergei Bobrovsky,3,L,37,34,.919,0,0,59:34
2024-03-21,7:00 PM,Winnipeg Jets,WPG,1,New Jersey Devils,NJD,4,https://www.hockey-reference.com/boxscores/202403210NJD.html,Laurent Brossoit,3,L,40,37,.925,0,0,57:13,Jake Allen,1,W,19,18,.947,0,0,60:00
2024-03-21,7:00 PM,St. Louis Blues,STL,5,Ottawa Senators,OTT,2,https://www.hockey-reference.com/boxscores/202403210OTT.html,Joel Hofer,2,W,39,37,.949,0,0,59:51,Anton Forsberg,4,L,26,22,.846,0,0,58:43
2024-03-21,10:30 PM,Tampa Bay Lightning,TBL,4,San Jose Sharks,SJS,1,https://www.hockey-reference.com/boxscores/202403210SJS.html,Andrei Vasilevskiy,1,W,22,21,.955,0,0,59:46,Mackenzie Blackwood,4,L,21,17,.810,0,0,60:00
2024-03-21,10:00 PM,Montreal Canadiens,MTL,1,Vancouver Canucks,VAN,4,https://www.hockey-reference.com/boxscores/202403210VAN.html,Sam Montembeault,4,L,25,21,.840,0,0,60:00,Casey DeSmith,1,W,17,16,.941,0,0,60:00
2024-03-21,10:30 PM,Seattle Kraken,SEA,1,Vegas Golden Knights,VEG,3,https://www.hockey-reference.com/boxscores/202403210VEG.html,Philipp Grubauer,2,L,36,34,.944,0,0,59:18,Logan Thompson,1,W,22,21,.955,0,0,60:00
2024-03-22,10:00 PM,Seattle Kraken,SEA,1,Arizona Coyotes,ARI,2,https://www.hockey-reference.com/boxscores/202403220ARI.html,Joey Daccord,2,O,26,24,.923,0,0,64:12,Karel Vejmelka,1,W,28,27,.964,0,0,63:57
2024-03-22,9:00 PM,Columbus Blue Jackets,CBJ,1,Colorado Avalanche,COL,6,https://www.hockey-reference.com/boxscores/202403220COL.html,Elvis Merzļikins,6,L,50,44,.880,0,0,60:00,Alexandar Georgiev,1,W,24,23,.958,0,0,60:00
2024-03-22,8:00 PM,Pittsburgh Penguins,PIT,2,Dallas Stars,DAL,4,https://www.hockey-reference.com/boxscores/202403220DAL.html,Tristan Jarry,4,L,20,16,.800,0,0,44:37,Jake Oettinger,2,W,22,20,.909,0,0,59:55
2024-03-22,7:00 PM,Carolina Hurricanes,CAR,6,Washington Capitals,WSH,7,https://www.hockey-reference.com/boxscores/202403220WSH.html,Pyotr Kochetkov,6,O,25,19,.760,0,0,64:41,Darcy Kuemper,4,,22,18,.818,0,0,39:54
2024-03-23,10:30 PM,Tampa Bay Lightning,TBL,3,Los Angeles Kings,LAK,4,https://www.hockey-reference.com/boxscores/202403230LAK.html,Andrei Vasilevskiy,4,O,23,19,.826,0,0,58:23,Cam Talbot,3,W,24,21,.875,0,0,59:39
2024-03-23,2:00 PM,St. Louis Blues,STL,5,Minnesota Wild,MIN,4,https://www.hockey-reference.com/boxscores/202403230MIN.html,Jordan Binnington,4,W,34,30,.882,0,0,62:05,Marc-André Fleury,5,O,27,22,.815,0,0,62:05
2024-03-23,7:00 PM,Ottawa Senators,OTT,5,New Jersey Devils,NJD,2,https://www.hockey-reference.com/boxscores/202403230NJD.html,Joonas Korpisalo,2,W,20,18,.900,0,0,59:52,Jake Allen,5,L,25,20,.800,0,0,60:00
2024-03-23,5:00 PM,Detroit Red Wings,DET,0,Nashville Predators,NSH,1,https://www.hockey-reference.com/boxscores/202403230NSH.html,Alex Lyon,1,L,32,31,.969,0,0,57:59,Juuse Saros,0,W,22,22,1.000,1,0,59:29
2024-03-23,1:00 PM,Winnipeg Jets,WPG,3,New York Islanders,NYI,6,https://www.hockey-reference.com/boxscores/202403230NYI.html,Connor Hellebuyck,5,L,26,21,.808,0,0,29:11,Semyon Varlamov,3,W,35,32,.914,0,0,60:00
2024-03-23,8:00 PM,Florida Panthers,FLA,3,New York Rangers,NYR,4,https://www.hockey-reference.com/boxscores/202403230NYR.html,Sergei Bobrovsky,3,O,37,34,.919,0,0,65:00,Igor Shesterkin,3,W,30,27,.900,0,0,65:00
2024-03-23,1:00 PM,Boston Bruins,BOS,2,Philadelphia Flyers,PHI,3,https://www.hockey-reference.com/boxscores/202403230PHI.html,Linus Ullmark,3,L,29,26,.897,0,0,58:31,Samuel Ersson,2,W,20,18,.900,0,0,60:00
2024-03-23,10:30 PM,Chicago Blackhawks,CHI,5,San Jose Sharks,SJS,4,https://www.hockey-reference.com/boxscores/202403230SJS.html,Petr Mrázek,4,W,30,26,.867,0,0,59:23,Devin Cooley,5,O,31,26,.839,0,0,60:05
2024-03-23,7:00 PM,Edmonton Oilers,EDM,3,Toronto Maple Leafs,TOR,6,https://www.hockey-reference.com/boxscores/202403230TOR.html,Stuart Skinner,5,L,23,18,.783,0,0,39:40,Ilya Samsonov,3,W,34,31,.912,0,0,56:21
2024-03-23,10:00 PM,Calgary Flames,CGY,2,Vancouver Canucks,VAN,4,https://www.hockey-reference.com/boxscores/202403230VAN.html,Jacob Markström,3,L,25,22,.880,0,0,58:27,Casey DeSmith,2,W,24,22,.917,0,0,60:00
2024-03-23,10:30 PM,Columbus Blue Jackets,CBJ,2,Vegas Golden Knights,VEG,4,https://www.hockey-reference.com/boxscores/202403230VEG.html,Daniil Tarasov,4,L,47,43,.915,0,0,60:00,Adin Hill,1,W,13,12,.923,0,0,44:00
2024-03-24,8:30 PM,Tampa Bay Lightning,TBL,3,Anaheim Ducks,ANA,2,https://www.hockey-reference.com/boxscores/202403240ANA.html,Jonas Johansson,2,W,32,30,.938,0,0,60:59,Lukáš Dostál,3,O,27,24,.889,0,0,60:44
2024-03-24,8:00 PM,Dallas Stars,DAL,4,Arizona Coyotes,ARI,2,https://www.hockey-reference.com/boxscores/202403240ARI.html,Jake Oettinger,2,W,28,26,.929,0,0,59:57,Connor Ingram,3,L,34,31,.912,0,0,59:02
2024-03-24,6:00 PM,Toronto Maple Leafs,TOR,1,Carolina Hurricanes,CAR,2,https://www.hockey-reference.com/boxscores/202403240CAR.html,Joseph Woll,2,L,43,41,.953,0,0,57:43,Frederik Andersen,1,W,33,32,.970,0,0,59:17
2024-03-24,9:00 PM,Buffalo Sabres,BUF,4,Calgary Flames,CGY,1,https://www.hockey-reference.com/boxscores/202403240CGY.html,Ukko-Pekka Luukkonen,1,W,33,32,.970,0,0,60:00,Dustin Wolf,2,L,27,25,.926,0,0,58:00
2024-03-24,2:00 PM,Pittsburgh Penguins,PIT,4,Colorado Avalanche,COL,5,https://www.hockey-reference.com/boxscores/202403240COL.html,Alex Nedeljkovic,4,O,25,21,.840,0,0,50:46,Alexandar Georgiev,4,W,34,30,.882,0,0,60:54
2024-03-24,5:00 PM,New Jersey Devils,NJD,4,New York Islanders,NYI,0,https://www.hockey-reference.com/boxscores/202403240NYI.html,Kaapo Kähkönen,0,W,36,36,1.000,1,0,59:30,Ilya Sorokin,3,L,29,26,.897,0,0,57:30
2024-03-24,6:00 PM,Edmonton Oilers,EDM,3,Ottawa Senators,OTT,5,https://www.hockey-reference.com/boxscores/202403240OTT.html,Calvin Pickard,4,L,15,11,.733,0,0,58:47,Joonas Korpisalo,3,W,36,33,.917,0,0,60:00
2024-03-24,6:00 PM,Florida Panthers,FLA,4,Philadelphia Flyers,PHI,1,https://www.hockey-reference.com/boxscores/202403240PHI.html,Anthony Stolarz,1,W,33,32,.970,0,0,60:00,Felix Sandström,3,L,14,11,.786,0,0,57:37
2024-03-24,9:00 PM,Montreal Canadiens,MTL,5,Seattle Kraken,SEA,1,https://www.hockey-reference.com/boxscores/202403240SEA.html,Cayden Primeau,1,W,37,36,.973,0,0,60:00,Philipp Grubauer,4,L,6,2,.333,0,0,18:00
2024-03-24,12:30 PM,Winnipeg Jets,WPG,0,Washington Capitals,WSH,3,https://www.hockey-reference.com/boxscores/202403240WSH.html,Connor Hellebuyck,3,L,19,16,.842,0,0,60:00,Charlie Lindgren,0,W,27,27,1.000,1,0,59:17
2024-03-25,8:00 PM,Vegas Golden Knights,VEG,2,St. Louis Blues,STL,1,https://www.hockey-reference.com/boxscores/202403250STL.html,Logan Thompson,1,W,32,31,.969,0,0,60:49,Jordan Binnington,2,O,34,32,.941,0,0,60:49
2024-03-25,9:00 PM,Los Angeles Kings,LAK,3,Vancouver Canucks,VAN,2,https://www.hockey-reference.com/boxscores/202403250VAN.html,Cam Talbot,2,W,23,21,.913,0,0,59:38,Casey DeSmith,3,L,19,16,.842,0,0,56:19
2024-03-26,10:00 PM,Columbus Blue Jackets,CBJ,2,Arizona Coyotes,ARI,6,https://www.hockey-reference.com/boxscores/202403260ARI.html,Elvis Merzļikins,6,L,35,29,.829,0,0,59:59,Karel Vejmelka,2,W,27,25,.926,0,0,60:00
2024-03-26,8:30 PM,Calgary Flames,CGY,1,Chicago Blackhawks,CHI,3,https://www.hockey-reference.com/boxscores/202403260CHI.html,Jacob Markström,3,L,27,24,.889,0,0,56:30,Petr Mrázek,1,W,39,38,.974,0,0,60:00
2024-03-26,9:00 PM,Montreal Canadiens,MTL,2,Colorado Avalanche,COL,1,https://www.hockey-reference.com/boxscores/202403260COL.html,Sam Montembeault,1,W,28,27,.964,0,0,60:00,Justus Annunen,2,L,27,25,.926,0,0,59:19
2024-03-26,7:00 PM,Boston Bruins,BOS,4,Florida Panthers,FLA,3,https://www.hockey-reference.com/boxscores/202403260FLA.html,Jeremy Swayman,3,W,21,18,.857,0,0,60:00,Sergei Bobrovsky,4,L,21,17,.810,0,0,57:45
2024-03-26,8:00 PM,Vegas Golden Knights,VEG,4,Nashville Predators,NSH,5,https://www.hockey-reference.com/boxscores/202403260NSH.html,Jiří Patera,5,O,35,30,.857,0,0,60:40,Juuse Saros,4,W,35,31,.886,0,0,60:40
2024-03-26,7:00 PM,Philadelphia Flyers,PHI,5,New York Rangers,NYR,6,https://www.hockey-reference.com/boxscores/202403260NYR.html,Samuel Ersson,6,O,27,21,.778,0,0,60:36,Igor Shesterkin,5,W,42,37,.881,0,0,60:36
2024-03-26,7:00 PM,Carolina Hurricanes,CAR,1,Pittsburgh Penguins,PIT,4,https://www.hockey-reference.com/boxscores/202403260PIT.html,Pyotr Kochetkov,2,L,20,18,.900,0,0,58:04,Alex Nedeljkovic,1,W,39,38,.974,0,0,59:56
2024-03-26,10:00 PM,Anaheim Ducks,ANA,0,Seattle Kraken,SEA,4,https://www.hockey-reference.com/boxscores/202403260SEA.html,John Gibson,4,L,36,32,.889,0,0,60:00,Joey Daccord,0,W,12,12,1.000,1,0,60:00
2024-03-26,10:30 PM,Dallas Stars,DAL,6,San Jose Sharks,SJS,3,https://www.hockey-reference.com/boxscores/202403260SJS.html,Scott Wedgewood,3,W,20,17,.850,0,0,60:00,Mackenzie Blackwood,6,L,41,35,.854,0,0,60:00
2024-03-26,7:30 PM,New Jersey Devils,NJD,6,Toronto Maple Leafs,TOR,3,https://www.hockey-reference.com/boxscores/202403260TOR.html,Jake Allen,3,W,45,42,.933,0,0,60:00,Joseph Woll,5,L,24,19,.792,0,0,59:28
2024-03-26,8:00 PM,Edmonton Oilers,EDM,4,Winnipeg Jets,WPG,3,https://www.hockey-reference.com/boxscores/202403260WPG.html,Stuart Skinner,3,W,25,22,.880,0,0,61:13,Connor Hellebuyck,4,O,42,38,.905,0,0,61:19
2024-03-26,7:00 PM,Detroit Red Wings,DET,3,Washington Capitals,WSH,4,https://www.hockey-reference.com/boxscores/202403260WSH.html,Alex Lyon,4,O,30,26,.867,0,0,61:55,Charlie Lindgren,3,W,33,30,.909,0,0,61:55
2024-03-27,7:00 PM,Ottawa Senators,OTT,6,Buffalo Sabres,BUF,2,https://www.hockey-reference.com/boxscores/202403270BUF.html,Joonas Korpisalo,2,W,36,34,.944,0,0,60:00,Ukko-Pekka Luukkonen,4,L,9,5,.556,0,0,8:49
2024-03-27,7:30 PM,Boston Bruins,BOS,1,Tampa Bay Lightning,TBL,3,https://www.hockey-reference.com/boxscores/202403270TBL.html,Linus Ullmark,2,L,30,28,.933,0,0,59:36,Andrei Vasilevskiy,1,W,24,23,.958,0,0,60:00
2024-03-28,10:00 PM,Nashville Predators,NSH,4,Arizona Coyotes,ARI,8,https://www.hockey-reference.com/boxscores/202403280ARI.html,Juuse Saros,6,L,27,21,.778,0,0,40:00,Connor Ingram,4,W,37,33,.892,0,0,60:00
2024-03-28,7:30 PM,Detroit Red Wings,DET,0,Carolina Hurricanes,CAR,4,https://www.hockey-reference.com/boxscores/202403280CAR.html,James Reimer,4,L,33,29,.879,0,0,60:00,Frederik Andersen,0,W,24,24,1.000,1,0,60:00
2024-03-28,9:00 PM,New York Rangers,NYR,3,Colorado Avalanche,COL,2,https://www.hockey-reference.com/boxscores/202403280COL.html,Igor Shesterkin,2,W,40,38,.950,0,0,64:51,Alexandar Georgiev,2,O,25,23,.920,0,0,65:00
2024-03-28,9:00 PM,Los Angeles Kings,LAK,1,Edmonton Oilers,EDM,4,https://www.hockey-reference.com/boxscores/202403280EDM.html,Cam Talbot,3,L,19,16,.842,0,0,57:17,Stuart Skinner,1,W,32,31,.969,0,0,59:33
2024-03-28,7:00 PM,New York Islanders,NYI,3,Florida Panthers,FLA,2,https://www.hockey-reference.com/boxscores/202403280FLA.html,Semyon Varlamov,2,W,28,26,.929,0,0,60:00,Anthony Stolarz,3,L,24,21,.875,0,0,57:33
2024-03-28,8:00 PM,San Jose Sharks,SJS,1,Minnesota Wild,MIN,3,https://www.hockey-reference.com/boxscores/202403280MIN.html,Mackenzie Blackwood,2,L,31,29,.935,0,0,59:27,Filip Gustavsson,1,W,27,26,.963,0,0,60:00
2024-03-28,7:00 PM,Philadelphia Flyers,PHI,1,Montreal Canadiens,MTL,4,https://www.hockey-reference.com/boxscores/202403280MTL.html,Samuel Ersson,2,L,15,13,.867,0,0,57:48,Cayden Primeau,1,W,30,29,.967,0,0,59:38
2024-03-28,7:00 PM,Chicago Blackhawks,CHI,0,Ottawa Senators,OTT,2,https://www.hockey-reference.com/boxscores/202403280OTT.html,Petr Mrázek,2,L,34,32,.941,0,0,57:31,Anton Forsberg,0,W,19,19,1.000,1,0,60:00
2024-03-28,7:00 PM,Columbus Blue Jackets,CBJ,2,Pittsburgh Penguins,PIT,3,https://www.hockey-reference.com/boxscores/202403280PIT.html,Daniil Tarasov,3,L,36,33,.917,0,0,57:33,Alex Nedeljkovic,2,W,19,17,.895,0,0,59:38
2024-03-28,10:00 PM,Anaheim Ducks,ANA,2,Seattle Kraken,SEA,4,https://www.hockey-reference.com/boxscores/202403280SEA.html,Lukáš Dostál,4,L,28,24,.857,0,0,58:41,Philipp Grubauer,2,W,23,21,.913,0,0,59:40
2024-03-28,8:00 PM,Calgary Flames,CGY,3,St. Louis Blues,STL,5,https://www.hockey-reference.com/boxscores/202403280STL.html,Dustin Wolf,4,L,18,14,.778,0,0,57:57,Jordan Binnington,3,W,28,25,.893,0,0,60:00
2024-03-28,7:00 PM,Washington Capitals,WSH,1,Toronto Maple Leafs,TOR,5,https://www.hockey-reference.com/boxscores/202403280TOR.html,Charlie Lindgren,5,L,48,43,.896,0,0,60:00,Joseph Woll,1,W,24,23,.958,0,0,60:00
2024-03-28,10:00 PM,Dallas Stars,DAL,3,Vancouver Canucks,VAN,1,https://www.hockey-reference.com/boxscores/202403280VAN.html,Jake Oettinger,1,W,28,27,.964,0,0,59:34,Casey DeSmith,2,L,33,31,.939,0,0,57:28
2024-03-28,8:00 PM,Vegas Golden Knights,VEG,4,Winnipeg Jets,WPG,1,https://www.hockey-reference.com/boxscores/202403280WPG.html,Logan Thompson,1,W,40,39,.975,0,0,59:53,Connor Hellebuyck,2,L,25,23,.920,0,0,58:37
2024-03-29,7:00 PM,New Jersey Devils,NJD,2,Buffalo Sabres,BUF,5,https://www.hockey-reference.com/boxscores/202403290BUF.html,Jake Allen,3,L,34,31,.912,0,0,58:23,Devon Levi,2,W,30,28,.933,0,0,60:00
2024-03-30,6:00 PM,New York Rangers,NYR,8,Arizona Coyotes,ARI,5,https://www.hockey-reference.com/boxscores/202403300ARI.html,Jonathan Quick,5,W,32,27,.844,0,0,60:00,Karel Vejmelka,6,L,30,24,.800,0,0,59:36
2024-03-30,7:00 PM,Toronto Maple Leafs,TOR,3,Buffalo Sabres,BUF,0,https://www.hockey-reference.com/boxscores/202403300BUF.html,Ilya Samsonov,0,W,34,34,1.000,1,0,60:00,Ukko-Pekka Luukkonen,3,L,22,19,.864,0,0,56:48
2024-03-30,7:00 PM,Pittsburgh Penguins,PIT,3,Columbus Blue Jackets,CBJ,4,https://www.hockey-reference.com/boxscores/202403300CBJ.html,Alex Nedeljkovic,3,O,37,34,.919,0,0,65:00,Elvis Merzļikins,3,W,33,30,.909,0,0,64:26
2024-03-30,10:00 PM,Los Angeles Kings,LAK,2,Calgary Flames,CGY,4,https://www.hockey-reference.com/boxscores/202403300CGY.html,David Rittich,4,L,35,31,.886,0,0,58:17,Jacob Markström,2,W,18,16,.889,0,0,60:00
2024-03-30,6:00 PM,Nashville Predators,NSH,4,Colorado Avalanche,COL,7,https://www.hockey-reference.com/boxscores/202403300COL.html,Kevin Lankinen,6,L,41,35,.854,0,0,59:31,Alexandar Georgiev,4,,13,9,.692,0,2,20:44
2024-03-30,4:00 PM,Anaheim Ducks,ANA,1,Edmonton Oilers,EDM,6,https://www.hockey-reference.com/boxscores/202403300EDM.html,John Gibson,6,L,37,31,.838,0,0,59:07,Calvin Pickard,1,W,22,21,.955,0,0,60:00
2024-03-30,12:30 PM,Detroit Red Wings,DET,2,Florida Panthers,FLA,3,https://www.hockey-reference.com/boxscores/202403300FLA.html,Alex Lyon,2,O,38,36,.947,0,0,65:00,Sergei Bobrovsky,2,W,22,20,.909,0,0,65:00
2024-03-30,3:30 PM,Vegas Golden Knights,VEG,2,Minnesota Wild,MIN,1,https://www.hockey-reference.com/boxscores/202403300MIN.html,Logan Thompson,1,W,33,32,.970,0,0,63:30,Filip Gustavsson,1,L,30,29,.967,0,0,63:03
2024-03-30,7:00 PM,Carolina Hurricanes,CAR,3,Montreal Canadiens,MTL,0,https://www.hockey-reference.com/boxscores/202403300MTL.html,Pyotr Kochetkov,0,W,26,26,1.000,1,0,60:00,Sam Montembeault,2,L,29,27,.931,0,0,59:40
2024-03-30,7:00 PM,Chicago Blackhawks,CHI,5,Philadelphia Flyers,PHI,1,https://www.hockey-reference.com/boxscores/202403300PHI.html,Arvid Söderblom,1,W,31,30,.968,0,0,60:00,Samuel Ersson,5,L,24,19,.792,0,0,59:36
2024-03-30,10:00 PM,Dallas Stars,DAL,3,Seattle Kraken,SEA,0,https://www.hockey-reference.com/boxscores/202403300SEA.html,Jake Oettinger,0,W,17,17,1.000,1,0,60:00,Joey Daccord,2,L,29,27,.931,0,0,58:28
2024-03-30,8:00 PM,San Jose Sharks,SJS,4,St. Louis Blues,STL,0,https://www.hockey-reference.com/boxscores/202403300STL.html,Mackenzie Blackwood,0,W,35,35,1.000,1,0,60:00,Joel Hofer,3,L,19,16,.842,0,0,59:18
2024-03-30,7:00 PM,New York Islanders,NYI,1,Tampa Bay Lightning,TBL,4,https://www.hockey-reference.com/boxscores/202403300TBL.html,Semyon Varlamov,3,L,39,36,.923,0,0,59:06,Andrei Vasilevskiy,1,W,28,27,.964,0,0,60:00
2024-03-30,7:00 PM,Ottawa Senators,OTT,3,Winnipeg Jets,WPG,2,https://www.hockey-reference.com/boxscores/202403300WPG.html,Joonas Korpisalo,2,W,30,28,.933,0,0,60:00,Connor Hellebuyck,3,L,27,24,.889,0,0,58:29
2024-03-30,7:00 PM,Boston Bruins,BOS,3,Washington Capitals,WSH,2,https://www.hockey-reference.com/boxscores/202403300WSH.html,Jeremy Swayman,2,W,20,18,.900,0,0,65:00,Charlie Lindgren,2,O,29,27,.931,0,0,65:00
2024-03-31,3:30 PM,Anaheim Ducks,ANA,2,Vancouver Canucks,VAN,3,https://www.hockey-reference.com/boxscores/202403310VAN.html,Lukáš Dostál,3,L,30,27,.900,0,0,57:24,Arturs Silovs,2,W,22,20,.909,0,0,60:00
2024-04-01,7:00 PM,Colorado Avalanche,COL,1,Columbus Blue Jackets,CBJ,4,https://www.hockey-reference.com/boxscores/202404010CBJ.html,Justus Annunen,3,L,24,21,.875,0,0,58:29,Daniil Tarasov,1,W,46,45,.978,0,0,60:00
2024-04-01,7:00 PM,Pittsburgh Penguins,PIT,5,New York Rangers,NYR,2,https://www.hockey-reference.com/boxscores/202404010NYR.html,Alex Nedeljkovic,2,W,30,28,.933,0,0,60:00,Igor Shesterkin,3,L,18,15,.833,0,0,58:37
2024-04-01,7:00 PM,New York Islanders,NYI,4,Philadelphia Flyers,PHI,3,https://www.hockey-reference.com/boxscores/202404010PHI.html,Semyon Varlamov,3,W,34,31,.912,0,0,60:56,Samuel Ersson,2,,6,4,.667,0,0,20:00
2024-04-01,10:30 PM,Seattle Kraken,SEA,4,San Jose Sharks,SJS,2,https://www.hockey-reference.com/boxscores/202404010SJS.html,Philipp Grubauer,2,W,26,24,.923,0,0,60:00,Mackenzie Blackwood,3,L,31,28,.903,0,0,59:24
2024-04-01,9:00 PM,Edmonton Oilers,EDM,2,St. Louis Blues,STL,3,https://www.hockey-reference.com/boxscores/202404010STL.html,Stuart Skinner,3,O,29,26,.897,0,0,62:09,Jordan Binnington,2,W,38,36,.947,0,2,62:00
2024-04-01,7:00 PM,Detroit Red Wings,DET,4,Tampa Bay Lightning,TBL,2,https://www.hockey-reference.com/boxscores/202404010TBL.html,Alex Lyon,2,W,36,34,.944,0,0,59:45,Andrei Vasilevskiy,3,L,31,28,.903,0,0,58:45
2024-04-01,7:00 PM,Florida Panthers,FLA,4,Toronto Maple Leafs,TOR,6,https://www.hockey-reference.com/boxscores/202404010TOR.html,Sergei Bobrovsky,5,L,16,11,.688,0,0,40:00,Ilya Samsonov,4,W,30,26,.867,0,0,59:42
2024-04-01,9:00 PM,Los Angeles Kings,LAK,3,Winnipeg Jets,WPG,4,https://www.hockey-reference.com/boxscores/202404010WPG.html,Cam Talbot,4,L,32,28,.875,0,0,58:43,Laurent Brossoit,3,W,28,25,.893,0,0,60:00
2024-04-02,7:00 PM,Washington Capitals,WSH,2,Buffalo Sabres,BUF,6,https://www.hockey-reference.com/boxscores/202404020BUF.html,Charlie Lindgren,6,L,31,25,.806,0,0,45:33,Ukko-Pekka Luukkonen,2,W,26,24,.923,0,0,60:00
2024-04-02,9:00 PM,Anaheim Ducks,ANA,5,Calgary Flames,CGY,3,https://www.hockey-reference.com/boxscores/202404020CGY.html,Lukáš Dostál,3,W,24,21,.875,0,0,60:00,Jacob Markström,5,L,29,24,.828,0,0,60:00
