Date,Time,Away Team,Away Code,Away Score,Home Team,Home Code,Home Score,Game Link,Away Goalie,Away GA,Away DEC,Away SA,Away Saves,Away SV%,Away Shutouts,Away PIM,Away TOI,Home Goalie,Home GA,Home DEC,Home SA,Home Saves,Home SV%,Home Shutouts,Home PIM,Home TOI
2024-01-25,9:00 PM,Chicago Blackhawks,CHI,0,Edmonton Oilers,EDM,3,https://www.hockey-reference.com/boxscores/202401250EDM.html,Petr Mrázek,2,L,33,31,.939,0,0,59:15,Calvin Pickard,0,W,27,27,1.000,1,0,59:48
2024-01-25,8:00 PM,Nashville Predators,NSH,3,Minnesota Wild,MIN,2,https://www.hockey-reference.com/boxscores/202401250MIN.html,Juuse Saros,2,W,24,22,.917,0,0,60:00,Filip Gustavsson,3,L,29,26,.897,0,0,58:49
2024-01-25,7:00 PM,New York Islanders,NYI,3,Montreal Canadiens,MTL,4,https://www.hockey-reference.com/boxscores/202401250MTL.html,Semyon Varlamov,4,L,26,22,.846,0,0,58:21,Sam Montembeault,3,W,46,43,.935,0,0,60:00
2024-01-25,7:00 PM,Boston Bruins,BOS,3,Ottawa Senators,OTT,2,https://www.hockey-reference.com/boxscores/202401250OTT.html,Jeremy Swayman,2,W,37,35,.946,0,0,61:41,Joonas Korpisalo,3,O,23,20,.870,0,0,61:48
2024-01-25,7:00 PM,Arizona Coyotes,ARI,3,Tampa Bay Lightning,TBL,6,https://www.hockey-reference.com/boxscores/202401250TBL.html,Connor Ingram,6,L,37,31,.838,0,0,60:00,Andrei Vasilevskiy,3,W,20,17,.850,0,0,60:00
2024-01-26,9:00 PM,Los Angeles Kings,LAK,1,Colorado Avalanche,COL,5,https://www.hockey-reference.com/boxscores/202401260COL.html,Cam Talbot,3,L,12,9,.750,0,0,20:00,Alexandar Georgiev,1,W,27,26,.963,0,0,59:30
2024-01-26,7:00 PM,Vegas Golden Knights,VEG,5,New York Rangers,NYR,2,https://www.hockey-reference.com/boxscores/202401260NYR.html,Adin Hill,2,W,38,36,.947,0,0,60:00,Igor Shesterkin,4,L,19,15,.789,0,0,55:50
2024-01-26,7:00 PM,Florida Panthers,FLA,3,Pittsburgh Penguins,PIT,2,https://www.hockey-reference.com/boxscores/202401260PIT.html,Sergei Bobrovsky,2,W,37,35,.946,0,0,65:00,Alex Nedeljkovic,2,O,31,29,.935,0,0,64:03
2024-01-26,10:00 PM,St. Louis Blues,STL,4,Seattle Kraken,SEA,3,https://www.hockey-reference.com/boxscores/202401260SEA.html,Jordan Binnington,3,W,36,33,.917,0,0,63:01,Joey Daccord,4,O,18,14,.778,0,0,63:03
2024-01-27,7:00 PM,Arizona Coyotes,ARI,1,Carolina Hurricanes,CAR,3,https://www.hockey-reference.com/boxscores/202401270CAR.html,Connor Ingram,3,L,39,36,.923,0,0,60:00,Antti Raanta,1,W,11,10,.909,0,0,60:00
2024-01-27,10:00 PM,Chicago Blackhawks,CHI,0,Calgary Flames,CGY,1,https://www.hockey-reference.com/boxscores/202401270CGY.html,Petr Mrázek,1,L,31,30,.968,0,0,57:42,Jacob Markström,0,W,32,32,1.000,1,0,60:00
2024-01-27,2:00 PM,Washington Capitals,WSH,4,Dallas Stars,DAL,5,https://www.hockey-reference.com/boxscores/202401270DAL.html,Charlie Lindgren,5,O,35,30,.857,0,0,62:01,Jake Oettinger,4,W,28,24,.857,0,0,63:14
2024-01-27,8:00 PM,Vegas Golden Knights,VEG,2,Detroit Red Wings,DET,5,https://www.hockey-reference.com/boxscores/202401270DET.html,Logan Thompson,4,L,28,24,.857,0,0,58:28,Alex Lyon,2,W,30,28,.933,0,2,59:44
2024-01-27,4:00 PM,Nashville Predators,NSH,1,Edmonton Oilers,EDM,4,https://www.hockey-reference.com/boxscores/202401270EDM.html,Kevin Lankinen,3,L,20,17,.850,0,0,59:17,Stuart Skinner,1,W,29,28,.966,0,0,60:00
2024-01-27,9:00 PM,Anaheim Ducks,ANA,3,Minnesota Wild,MIN,2,https://www.hockey-reference.com/boxscores/202401270MIN.html,Lukáš Dostál,2,W,37,35,.946,0,0,60:00,Filip Gustavsson,3,L,25,22,.880,0,0,58:01
2024-01-27,7:30 PM,Florida Panthers,FLA,3,New York Islanders,NYI,2,https://www.hockey-reference.com/boxscores/202401270NYI.html,Anthony Stolarz,2,W,23,21,.913,0,0,61:57,Semyon Varlamov,3,O,37,34,.919,0,0,61:34
2024-01-27,7:00 PM,New York Rangers,NYR,7,Ottawa Senators,OTT,2,https://www.hockey-reference.com/boxscores/202401270OTT.html,Jonathan Quick,2,W,31,29,.935,0,0,59:40,Joonas Korpisalo,4,L,17,13,.765,0,0,31:11
2024-01-27,12:30 PM,Boston Bruins,BOS,6,Philadelphia Flyers,PHI,2,https://www.hockey-reference.com/boxscores/202401270PHI.html,Linus Ullmark,2,W,37,35,.946,0,0,60:00,Samuel Ersson,4,L,14,10,.714,0,0,20:00
2024-01-27,7:00 PM,Montreal Canadiens,MTL,2,Pittsburgh Penguins,PIT,3,https://www.hockey-reference.com/boxscores/202401270PIT.html,Jake Allen,3,O,33,30,.909,0,0,62:00,Tristan Jarry,2,W,27,25,.926,0,0,62:43
2024-01-27,4:00 PM,Buffalo Sabres,BUF,5,San Jose Sharks,SJS,2,https://www.hockey-reference.com/boxscores/202401270SJS.html,Ukko-Pekka Luukkonen,2,W,26,24,.923,0,0,60:00,Kaapo Kähkönen,4,L,35,31,.886,0,0,59:12
2024-01-27,7:00 PM,New Jersey Devils,NJD,3,Tampa Bay Lightning,TBL,6,https://www.hockey-reference.com/boxscores/202401270TBL.html,Vítek Vaněček,4,L,40,36,.900,0,0,58:17,Andrei Vasilevskiy,3,W,24,21,.875,0,0,60:00
2024-01-27,10:00 PM,Columbus Blue Jackets,CBJ,4,Vancouver Canucks,VAN,5,https://www.hockey-reference.com/boxscores/202401270VAN.html,Elvis Merzļikins,5,O,34,29,.853,0,0,64:01,Thatcher Demko,4,W,29,25,.862,0,0,63:56
2024-01-27,7:00 PM,Toronto Maple Leafs,TOR,4,Winnipeg Jets,WPG,2,https://www.hockey-reference.com/boxscores/202401270WPG.html,Ilya Samsonov,2,W,26,24,.923,0,0,60:00,Connor Hellebuyck,3,L,29,26,.897,0,0,59:43
2024-01-28,9:00 PM,Columbus Blue Jackets,CBJ,2,Seattle Kraken,SEA,4,https://www.hockey-reference.com/boxscores/202401280SEA.html,Daniil Tarasov,3,L,25,22,.880,0,0,57:47,Joey Daccord,2,W,32,30,.938,0,0,60:00
2024-01-28,2:00 PM,Los Angeles Kings,LAK,3,St. Louis Blues,STL,4,https://www.hockey-reference.com/boxscores/202401280STL.html,David Rittich,4,O,32,28,.875,0,0,60:52,Joel Hofer,3,W,33,30,.909,0,0,61:04
2024-01-29,7:00 PM,Nashville Predators,NSH,3,Ottawa Senators,OTT,4,https://www.hockey-reference.com/boxscores/202401290OTT.html,Juuse Saros,4,O,35,31,.886,0,2,63:36,Mads Søgaard,3,,11,8,.727,0,0,20:00
2024-01-30,10:30 PM,Seattle Kraken,SEA,0,San Jose Sharks,SJS,2,https://www.hockey-reference.com/boxscores/202401300SJS.html,Joey Daccord,1,L,21,20,.952,0,0,58:26,Mackenzie Blackwood,0,W,32,32,1.000,1,0,60:00
2024-01-30,8:00 PM,Columbus Blue Jackets,CBJ,1,St. Louis Blues,STL,0,https://www.hockey-reference.com/boxscores/202401300STL.html,Elvis Merzļikins,0,W,21,21,1.000,1,0,59:46,Jordan Binnington,1,L,22,21,.955,0,0,58:10
2024-01-31,10:30 PM,San Jose Sharks,SJS,2,Anaheim Ducks,ANA,3,https://www.hockey-reference.com/boxscores/202401310ANA.html,Kaapo Kähkönen,3,O,34,31,.912,0,0,64:07,John Gibson,2,W,28,26,.929,0,0,63:27
2024-01-31,7:00 PM,Ottawa Senators,OTT,3,Detroit Red Wings,DET,2,https://www.hockey-reference.com/boxscores/202401310DET.html,Joonas Korpisalo,2,W,25,23,.920,0,0,62:05,Alex Lyon,3,O,25,22,.880,0,0,62:05
2024-01-31,7:30 PM,Los Angeles Kings,LAK,4,Nashville Predators,NSH,2,https://www.hockey-reference.com/boxscores/202401310NSH.html,David Rittich,2,W,42,40,.952,0,0,59:45,Juuse Saros,3,L,23,20,.870,0,0,58:17
2024-02-05,7:00 PM,Colorado Avalanche,COL,1,New York Rangers,NYR,2,https://www.hockey-reference.com/boxscores/202402050NYR.html,Alexandar Georgiev,2,O,29,27,.931,0,0,61:48,Jonathan Quick,1,W,33,32,.970,0,0,61:53
2024-02-05,7:00 PM,New York Islanders,NYI,3,Toronto Maple Leafs,TOR,2,https://www.hockey-reference.com/boxscores/202402050TOR.html,Ilya Sorokin,2,W,36,34,.944,0,0,60:00,Ilya Samsonov,3,L,29,26,.897,0,0,58:19
2024-02-06,7:00 PM,Calgary Flames,CGY,4,Boston Bruins,BOS,1,https://www.hockey-reference.com/boxscores/202402060BOS.html,Jacob Markström,1,W,22,21,.955,0,0,60:00,Jeremy Swayman,4,L,29,25,.862,0,0,59:39
2024-02-06,7:00 PM,Dallas Stars,DAL,2,Buffalo Sabres,BUF,1,https://www.hockey-reference.com/boxscores/202402060BUF.html,Jake Oettinger,1,W,48,47,.979,0,0,60:00,Ukko-Pekka Luukkonen,2,L,30,28,.933,0,2,59:17
2024-02-06,7:00 PM,Vancouver Canucks,VAN,3,Carolina Hurricanes,CAR,2,https://www.hockey-reference.com/boxscores/202402060CAR.html,Thatcher Demko,2,W,24,22,.917,0,0,60:00,Pyotr Kochetkov,3,L,19,16,.842,0,0,57:42
2024-02-06,7:00 PM,Philadelphia Flyers,PHI,2,Florida Panthers,FLA,1,https://www.hockey-reference.com/boxscores/202402060FLA.html,Samuel Ersson,1,W,21,20,.952,0,0,60:00,Anthony Stolarz,2,L,25,23,.920,0,0,57:10
2024-02-06,7:30 PM,Colorado Avalanche,COL,3,New Jersey Devils,NJD,5,https://www.hockey-reference.com/boxscores/202402060NJD.html,Justus Annunen,4,L,30,26,.867,0,0,58:40,Vítek Vaněček,3,W,38,35,.921,0,0,60:00
2024-02-06,7:00 PM,Winnipeg Jets,WPG,0,Pittsburgh Penguins,PIT,3,https://www.hockey-reference.com/boxscores/202402060PIT.html,Connor Hellebuyck,3,L,27,24,.889,0,0,60:00,Tristan Jarry,0,W,23,23,1.000,1,2,60:00
2024-02-06,10:00 PM,Edmonton Oilers,EDM,1,Vegas Golden Knights,VEG,3,https://www.hockey-reference.com/boxscores/202402060VEG.html,Stuart Skinner,2,L,25,23,.920,0,0,58:24,Adin Hill,1,W,31,30,.968,0,0,60:00
2024-02-06,7:00 PM,Montreal Canadiens,MTL,5,Washington Capitals,WSH,2,https://www.hockey-reference.com/boxscores/202402060WSH.html,Sam Montembeault,2,W,39,37,.949,0,0,60:00,Charlie Lindgren,3,L,9,6,.667,0,0,13:07
2024-02-07,9:30 PM,Minnesota Wild,MIN,2,Chicago Blackhawks,CHI,1,https://www.hockey-reference.com/boxscores/202402070CHI.html,Filip Gustavsson,1,W,21,20,.952,0,0,59:56,Petr Mrázek,2,L,25,23,.920,0,0,57:33
2024-02-07,7:00 PM,Tampa Bay Lightning,TBL,1,New York Rangers,NYR,3,https://www.hockey-reference.com/boxscores/202402070NYR.html,Andrei Vasilevskiy,2,L,23,21,.913,0,0,58:35,Jonathan Quick,1,W,18,17,.944,0,0,60:00
2024-02-07,7:00 PM,Dallas Stars,DAL,4,Toronto Maple Leafs,TOR,5,https://www.hockey-reference.com/boxscores/202402070TOR.html,Scott Wedgewood,5,L,31,26,.839,0,0,57:06,Ilya Samsonov,4,W,31,27,.871,0,0,59:57
2024-02-08,9:00 PM,Vegas Golden Knights,VEG,3,Arizona Coyotes,ARI,2,https://www.hockey-reference.com/boxscores/202402080ARI.html,Adin Hill,2,W,22,20,.909,0,0,60:00,Connor Ingram,3,L,6,3,.500,0,0,12:20
2024-02-08,7:00 PM,Vancouver Canucks,VAN,0,Boston Bruins,BOS,4,https://www.hockey-reference.com/boxscores/202402080BOS.html,Thatcher Demko,4,L,24,20,.833,0,0,60:00,Linus Ullmark,0,W,17,17,1.000,1,0,59:36
2024-02-08,7:00 PM,Colorado Avalanche,COL,2,Carolina Hurricanes,CAR,5,https://www.hockey-reference.com/boxscores/202402080CAR.html,Alexandar Georgiev,4,L,27,23,.852,0,0,57:08,Pyotr Kochetkov,2,W,18,16,.889,0,0,39:43
2024-02-08,7:00 PM,Washington Capitals,WSH,2,Florida Panthers,FLA,4,https://www.hockey-reference.com/boxscores/202402080FLA.html,Darcy Kuemper,3,L,40,37,.925,0,0,59:31,Sergei Bobrovsky,2,W,23,21,.913,0,0,60:00
2024-02-08,7:00 PM,Calgary Flames,CGY,5,New Jersey Devils,NJD,3,https://www.hockey-reference.com/boxscores/202402080NJD.html,Jacob Markström,3,W,40,37,.925,0,0,59:35,Vítek Vaněček,4,L,29,25,.862,0,0,58:06
2024-02-08,8:00 PM,Tampa Bay Lightning,TBL,2,New York Islanders,NYI,6,https://www.hockey-reference.com/boxscores/202402080NYI.html,Jonas Johansson,6,L,24,18,.750,0,0,59:23,Ilya Sorokin,2,W,20,18,.900,0,0,60:00
2024-02-08,7:00 PM,Winnipeg Jets,WPG,1,Philadelphia Flyers,PHI,4,https://www.hockey-reference.com/boxscores/202402080PHI.html,Laurent Brossoit,4,L,21,17,.810,0,0,59:30,Samuel Ersson,1,W,29,28,.966,0,0,59:51
2024-02-09,10:00 PM,Edmonton Oilers,EDM,5,Anaheim Ducks,ANA,3,https://www.hockey-reference.com/boxscores/202402090ANA.html,Calvin Pickard,3,W,27,24,.889,0,0,59:12,John Gibson,2,,21,19,.905,0,0,40:00
2024-02-09,8:30 PM,New York Rangers,NYR,4,Chicago Blackhawks,CHI,3,https://www.hockey-reference.com/boxscores/202402090CHI.html,Igor Shesterkin,3,W,31,28,.903,0,2,62:11,Petr Mrázek,4,O,35,31,.886,0,0,61:53
2024-02-09,8:00 PM,Pittsburgh Penguins,PIT,2,Minnesota Wild,MIN,3,https://www.hockey-reference.com/boxscores/202402090MIN.html,Alex Nedeljkovic,3,L,30,27,.900,0,0,57:44,Marc-André Fleury,2,W,36,34,.944,0,0,59:51
2024-02-10,3:30 PM,Washington Capitals,WSH,3,Boston Bruins,BOS,0,https://www.hockey-reference.com/boxscores/202402100BOS.html,Charlie Lindgren,0,W,18,18,1.000,1,0,60:00,Jeremy Swayman,2,L,28,26,.929,0,0,57:25
2024-02-10,1:00 PM,St. Louis Blues,STL,3,Buffalo Sabres,BUF,1,https://www.hockey-reference.com/boxscores/202402100BUF.html,Joel Hofer,1,W,34,33,.971,0,0,60:00,Ukko-Pekka Luukkonen,3,L,26,23,.885,0,0,58:18
2024-02-10,7:00 PM,New Jersey Devils,NJD,0,Carolina Hurricanes,CAR,1,https://www.hockey-reference.com/boxscores/202402100CAR.html,Vítek Vaněček,1,O,32,31,.969,0,0,63:40,Pyotr Kochetkov,0,W,34,34,1.000,1,0,63:34
2024-02-10,7:00 PM,Tampa Bay Lightning,TBL,4,Columbus Blue Jackets,CBJ,2,https://www.hockey-reference.com/boxscores/202402100CBJ.html,Andrei Vasilevskiy,2,W,35,33,.943,0,0,60:00,Elvis Merzļikins,3,L,36,33,.917,0,0,58:26
2024-02-10,1:00 PM,Vancouver Canucks,VAN,3,Detroit Red Wings,DET,4,https://www.hockey-reference.com/boxscores/202402100DET.html,Casey DeSmith,4,O,28,24,.857,0,0,60:18,Alex Lyon,3,W,31,28,.903,0,0,60:23
2024-02-10,6:00 PM,Colorado Avalanche,COL,0,Florida Panthers,FLA,4,https://www.hockey-reference.com/boxscores/202402100FLA.html,Alexandar Georgiev,4,L,41,37,.902,0,0,60:00,Sergei Bobrovsky,0,W,34,34,1.000,1,0,59:31
2024-02-10,10:00 PM,Edmonton Oilers,EDM,0,Los Angeles Kings,LAK,4,https://www.hockey-reference.com/boxscores/202402100LAK.html,Stuart Skinner,3,L,25,22,.880,0,0,57:09,David Rittich,0,W,26,26,1.000,1,0,60:00
2024-02-10,1:00 PM,Dallas Stars,DAL,3,Montreal Canadiens,MTL,2,https://www.hockey-reference.com/boxscores/202402100MTL.html,Jake Oettinger,2,W,20,18,.900,0,0,60:00,Sam Montembeault,3,L,38,35,.921,0,0,58:26
2024-02-10,8:00 PM,Arizona Coyotes,ARI,4,Nashville Predators,NSH,5,https://www.hockey-reference.com/boxscores/202402100NSH.html,Connor Ingram,5,O,37,32,.865,0,0,61:36,Juuse Saros,4,W,31,27,.871,0,0,61:34
2024-02-10,1:00 PM,Calgary Flames,CGY,5,New York Islanders,NYI,2,https://www.hockey-reference.com/boxscores/202402100NYI.html,Jacob Markström,2,W,36,34,.944,0,0,60:00,Semyon Varlamov,3,L,22,19,.864,0,0,56:07
2024-02-10,7:00 PM,Toronto Maple Leafs,TOR,3,Ottawa Senators,OTT,5,https://www.hockey-reference.com/boxscores/202402100OTT.html,Martin Jones,4,L,31,27,.871,0,0,58:38,Joonas Korpisalo,3,W,35,32,.914,0,0,60:00
2024-02-10,7:00 PM,Seattle Kraken,SEA,2,Philadelphia Flyers,PHI,3,https://www.hockey-reference.com/boxscores/202402100PHI.html,Joey Daccord,3,L,38,35,.921,0,0,58:15,Calvin Petersen,2,W,19,17,.895,0,0,60:00
2024-02-10,7:00 PM,Pittsburgh Penguins,PIT,1,Winnipeg Jets,WPG,2,https://www.hockey-reference.com/boxscores/202402100WPG.html,Tristan Jarry,2,L,31,29,.935,0,0,58:35,Connor Hellebuyck,1,W,36,35,.972,0,0,60:00
2024-02-11,1:00 PM,St. Louis Blues,STL,7,Montreal Canadiens,MTL,2,https://www.hockey-reference.com/boxscores/202402110MTL.html,Jordan Binnington,2,W,32,30,.938,0,0,60:00,Jake Allen,7,L,36,29,.806,0,0,60:00
2024-02-11,1:30 PM,Vancouver Canucks,VAN,3,Washington Capitals,WSH,2,https://www.hockey-reference.com/boxscores/202402110WSH.html,Thatcher Demko,2,W,33,31,.939,0,0,64:55,Darcy Kuemper,3,O,29,26,.897,0,0,64:55
2024-02-12,7:00 PM,Seattle Kraken,SEA,1,New Jersey Devils,NJD,3,https://www.hockey-reference.com/boxscores/202402120NJD.html,Joey Daccord,3,L,37,34,.919,0,0,58:09,Nico Daws,1,W,28,27,.964,0,0,59:44
2024-02-12,7:00 PM,Calgary Flames,CGY,0,New York Rangers,NYR,2,https://www.hockey-reference.com/boxscores/202402120NYR.html,Jacob Markström,1,L,30,29,.967,0,0,58:44,Igor Shesterkin,0,W,29,29,1.000,1,0,60:00
2024-02-12,7:00 PM,Arizona Coyotes,ARI,3,Philadelphia Flyers,PHI,5,https://www.hockey-reference.com/boxscores/202402120PHI.html,Karel Vejmelka,4,L,33,29,.879,0,0,58:56,Samuel Ersson,3,W,23,20,.870,0,0,60:00
2024-02-12,10:00 PM,Minnesota Wild,MIN,5,Vegas Golden Knights,VEG,3,https://www.hockey-reference.com/boxscores/202402120VEG.html,Filip Gustavsson,3,W,30,27,.900,0,0,60:00,Adin Hill,4,L,28,24,.857,0,0,57:43
2024-02-13,7:00 PM,Tampa Bay Lightning,TBL,3,Boston Bruins,BOS,2,https://www.hockey-reference.com/boxscores/202402130BOS.html,Andrei Vasilevskiy,2,W,38,36,.947,0,0,65:00,Linus Ullmark,2,O,25,23,.920,0,0,64:25
2024-02-13,7:00 PM,Los Angeles Kings,LAK,0,Buffalo Sabres,BUF,7,https://www.hockey-reference.com/boxscores/202402130BUF.html,David Rittich,5,L,17,12,.706,0,0,40:00,Ukko-Pekka Luukkonen,0,W,33,33,1.000,1,0,60:00
2024-02-13,8:30 PM,Vancouver Canucks,VAN,4,Chicago Blackhawks,CHI,2,https://www.hockey-reference.com/boxscores/202402130CHI.html,Thatcher Demko,2,W,24,22,.917,0,0,59:38,Petr Mrázek,4,L,38,34,.895,0,0,57:43
2024-02-13,8:00 PM,Carolina Hurricanes,CAR,2,Dallas Stars,DAL,4,https://www.hockey-reference.com/boxscores/202402130DAL.html,Pyotr Kochetkov,3,L,22,19,.864,0,0,57:36,Jake Oettinger,2,W,34,32,.941,0,0,60:00
2024-02-13,9:00 PM,Detroit Red Wings,DET,4,Edmonton Oilers,EDM,8,https://www.hockey-reference.com/boxscores/202402130EDM.html,Ville Husso,1,,7,6,.857,0,0,8:48,Stuart Skinner,4,W,38,34,.895,0,0,60:00
2024-02-13,7:00 PM,Anaheim Ducks,ANA,0,Montreal Canadiens,MTL,5,https://www.hockey-reference.com/boxscores/202402130MTL.html,Lukáš Dostál,5,L,38,33,.868,0,0,60:00,Cayden Primeau,0,W,13,13,1.000,1,0,59:33
2024-02-13,8:00 PM,New Jersey Devils,NJD,4,Nashville Predators,NSH,2,https://www.hockey-reference.com/boxscores/202402130NSH.html,Nico Daws,2,W,32,30,.938,0,0,60:00,Juuse Saros,3,L,46,43,.935,0,0,58:59
2024-02-13,7:30 PM,Seattle Kraken,SEA,2,New York Islanders,NYI,1,https://www.hockey-reference.com/boxscores/202402130NYI.html,Philipp Grubauer,1,W,27,26,.963,0,0,65:00,Ilya Sorokin,1,O,30,29,.967,0,0,65:00
2024-02-13,7:00 PM,Columbus Blue Jackets,CBJ,3,Ottawa Senators,OTT,6,https://www.hockey-reference.com/boxscores/202402130OTT.html,Daniil Tarasov,5,L,29,24,.828,0,0,56:52,Anton Forsberg,3,W,40,37,.925,0,0,59:44
2024-02-13,7:00 PM,St. Louis Blues,STL,1,Toronto Maple Leafs,TOR,4,https://www.hockey-reference.com/boxscores/202402130TOR.html,Jordan Binnington,3,L,31,28,.903,0,0,59:08,Ilya Samsonov,1,W,15,14,.933,0,0,60:00
2024-02-13,7:00 PM,Colorado Avalanche,COL,6,Washington Capitals,WSH,3,https://www.hockey-reference.com/boxscores/202402130WSH.html,Alexandar Georgiev,3,W,27,24,.889,0,0,60:00,Charlie Lindgren,4,L,35,31,.886,0,0,58:03
2024-02-14,9:30 PM,Minnesota Wild,MIN,3,Arizona Coyotes,ARI,1,https://www.hockey-reference.com/boxscores/202402140ARI.html,Marc-André Fleury,1,W,26,25,.962,0,0,59:08,Connor Ingram,2,L,30,28,.933,0,0,40:00
2024-02-14,7:30 PM,Florida Panthers,FLA,5,Pittsburgh Penguins,PIT,2,https://www.hockey-reference.com/boxscores/202402140PIT.html,Sergei Bobrovsky,2,W,27,25,.926,0,0,60:00,Tristan Jarry,5,L,23,18,.783,0,0,59:58
2024-02-14,7:30 PM,San Jose Sharks,SJS,0,Winnipeg Jets,WPG,1,https://www.hockey-reference.com/boxscores/202402140WPG.html,Kaapo Kähkönen,1,L,39,38,.974,0,0,59:02,Connor Hellebuyck,0,W,17,17,1.000,1,0,59:39
2024-02-15,7:00 PM,Seattle Kraken,SEA,4,Boston Bruins,BOS,1,https://www.hockey-reference.com/boxscores/202402150BOS.html,Joey Daccord,1,W,37,36,.973,0,0,59:43,Jeremy Swayman,3,L,25,22,.880,0,0,57:38
2024-02-15,7:00 PM,Florida Panthers,FLA,4,Buffalo Sabres,BUF,0,https://www.hockey-reference.com/boxscores/202402150BUF.html,Anthony Stolarz,0,W,45,45,1.000,1,0,59:55,Eric Comrie,3,L,29,26,.897,0,0,59:05
2024-02-15,9:00 PM,San Jose Sharks,SJS,6,Calgary Flames,CGY,3,https://www.hockey-reference.com/boxscores/202402150CGY.html,Mackenzie Blackwood,3,W,34,31,.912,0,0,60:00,Dustin Wolf,6,L,31,25,.806,0,0,60:00
2024-02-15,8:30 PM,Pittsburgh Penguins,PIT,4,Chicago Blackhawks,CHI,1,https://www.hockey-reference.com/boxscores/202402150CHI.html,Alex Nedeljkovic,1,W,28,27,.964,0,0,59:59,Arvid Söderblom,3,L,26,23,.885,0,0,59:30
2024-02-15,7:00 PM,Los Angeles Kings,LAK,2,New Jersey Devils,NJD,1,https://www.hockey-reference.com/boxscores/202402150NJD.html,David Rittich,1,W,27,26,.963,0,0,59:14,Nico Daws,2,L,29,27,.931,0,0,58:04
2024-02-15,8:00 PM,Dallas Stars,DAL,9,Nashville Predators,NSH,2,https://www.hockey-reference.com/boxscores/202402150NSH.html,Jake Oettinger,2,W,22,20,.909,0,0,40:00,Juuse Saros,4,L,18,14,.778,0,0,20:00
2024-02-15,7:00 PM,Montreal Canadiens,MTL,4,New York Rangers,NYR,7,https://www.hockey-reference.com/boxscores/202402150NYR.html,Sam Montembeault,7,L,31,24,.774,0,0,60:00,Jonathan Quick,4,W,36,32,.889,0,2,59:28
2024-02-15,7:00 PM,Anaheim Ducks,ANA,5,Ottawa Senators,OTT,1,https://www.hockey-reference.com/boxscores/202402150OTT.html,John Gibson,0,W,15,15,1.000,0,0,40:00,Joonas Korpisalo,5,L,20,15,.750,0,0,60:00
2024-02-15,8:00 PM,Edmonton Oilers,EDM,3,St. Louis Blues,STL,6,https://www.hockey-reference.com/boxscores/202402150STL.html,Stuart Skinner,5,L,29,24,.828,0,0,59:38,Jordan Binnington,3,W,38,35,.921,0,0,59:40
2024-02-15,7:00 PM,Colorado Avalanche,COL,3,Tampa Bay Lightning,TBL,6,https://www.hockey-reference.com/boxscores/202402150TBL.html,Justus Annunen,4,L,37,33,.892,0,0,57:38,Andrei Vasilevskiy,3,W,31,28,.903,0,0,59:51
2024-02-15,7:00 PM,Philadelphia Flyers,PHI,3,Toronto Maple Leafs,TOR,4,https://www.hockey-reference.com/boxscores/202402150TOR.html,Samuel Ersson,4,O,28,24,.857,0,0,60:54,Ilya Samsonov,3,W,32,29,.906,0,0,60:54
2024-02-15,10:00 PM,Detroit Red Wings,DET,1,Vancouver Canucks,VAN,4,https://www.hockey-reference.com/boxscores/202402150VAN.html,Alex Lyon,4,L,21,17,.810,0,0,56:05,Thatcher Demko,1,W,28,27,.964,0,0,59:36
2024-02-16,9:00 PM,Carolina Hurricanes,CAR,5,Arizona Coyotes,ARI,1,https://www.hockey-reference.com/boxscores/202402160ARI.html,Pyotr Kochetkov,1,W,31,30,.968,0,2,60:00,Karel Vejmelka,5,L,26,21,.808,0,0,46:15
2024-02-17,12:30 PM,Los Angeles Kings,LAK,5,Boston Bruins,BOS,4,https://www.hockey-reference.com/boxscores/202402170BOS.html,David Rittich,4,W,32,28,.875,0,0,63:28,Linus Ullmark,5,O,35,30,.857,0,0,64:33
2024-02-17,4:00 PM,Detroit Red Wings,DET,5,Calgary Flames,CGY,0,https://www.hockey-reference.com/boxscores/202402170CGY.html,James Reimer,0,W,38,38,1.000,1,0,60:00,Jacob Markström,4,L,12,8,.667,0,0,26:41
2024-02-17,3:00 PM,Ottawa Senators,OTT,2,Chicago Blackhawks,CHI,3,https://www.hockey-reference.com/boxscores/202402170CHI.html,Joonas Korpisalo,3,L,22,19,.864,0,0,58:02,Petr Mrázek,2,W,42,40,.952,0,0,59:54
2024-02-17,3:00 PM,Edmonton Oilers,EDM,4,Dallas Stars,DAL,3,https://www.hockey-reference.com/boxscores/202402170DAL.html,Calvin Pickard,3,W,27,24,.889,0,0,60:10,Jake Oettinger,4,O,24,20,.833,0,0,60:30
2024-02-17,5:00 PM,Buffalo Sabres,BUF,3,Minnesota Wild,MIN,2,https://www.hockey-reference.com/boxscores/202402170MIN.html,Ukko-Pekka Luukkonen,2,W,32,30,.938,0,0,59:47,Filip Gustavsson,3,O,28,25,.893,0,0,61:29
2024-02-17,7:00 PM,Washington Capitals,WSH,4,Montreal Canadiens,MTL,3,https://www.hockey-reference.com/boxscores/202402170MTL.html,Darcy Kuemper,3,W,31,28,.903,0,0,59:49,Jake Allen,4,L,34,30,.882,0,0,57:40
2024-02-17,8:00 PM,Philadelphia Flyers,PHI,3,New Jersey Devils,NJD,6,https://www.hockey-reference.com/boxscores/202402170NJD.html,Samuel Ersson,5,L,39,34,.872,0,0,58:25,Nico Daws,3,W,48,45,.938,0,0,60:00
